category,product_name,product_code,cas_number,iupac_name,slug,short_description,application_tags,has_long_desc,has_bullets,has_image
Bio & Pharma,GLP-1 & Metabolic Peptide Building Blocks,GLP1-BB,,,glp1-peptide-building-blocks,"Specialty building blocks for GLP-1 receptor agonist programs — Aib (α-aminoisobutyric acid), N-methyl amino acids, and fatty-acid linker reagents used in semaglutide-, tirzepatide-, and retatrutide-class peptides.",GLP-1; Semaglutide; Tirzepatide; Incretin agonists; Aib; N-methyl amino acids; Metabolic disease; SPPS; Pharmaceutical R&D,yes,yes,no
Bio & Pharma,Macrocyclic & Oral Peptide Building Blocks,MAC-BB,,,macrocyclic-oral-peptide-building-blocks,"A specialty bench of unnatural amino acids that enable macrocyclic and orally bioavailable peptide therapeutics — β-homo, γ-, and ω-amino acids, D-amino acids, cyclic amino acids, Pro analogs, N-methyl, α-methyl, and substituted phenylalanine building blocks.",Macrocyclic peptides; Oral peptides; Unnatural amino acids; D-amino acids; β-amino acids; N-methyl amino acids; Foldamers; Cyclic peptides; Drug discovery; Custom synthesis,yes,yes,no
Bismaleimides & Thermosets,Alkyl-Substituted BMI,BMI-5100,105391-33-1,"3,3'-dimethyl-5,5'-diethyl-4,4'-diphenylmethanebismaleimide",bmi-5100,"An alkyl-substituted aromatic bismaleimide that offers improved solubility and processability compared to standard BMIs, while maintaining good thermal performance.",Processable Composites; Injection Molding Resins; High-Performance Adhesives,yes,yes,yes
Bismaleimides & Thermosets,BMI-1000,BMI-1000,13676-54-5,"4,4'-diphenylmethane bismaleimide",bmi-1000,"A foundational monomeric bismaleimide resin that serves as an industry benchmark for high-temperature performance, forming highly cross-linked, rigid polymer networks.",Aerospace Composites; High-Tg PCBs; Structural Adhesives; Specialty Coatings,yes,yes,yes
Bismaleimides & Thermosets,BMI-3000H,BMI-3000H,3006-93-7,m-phenylenebismaleimide,bmi-3000h,"A rigid, high-performance BMI resin with a meta-phenylene structure that provides a high degree of aromaticity and rigidity for maximum heat resistance.",High-Temperature Adhesives; Semiconductor Materials; Aerospace Composites; Matrix Resins,yes,yes,yes
Bismaleimides & Thermosets,BMI-7000 Bismaleimide Resin,BMI-7000,,,bmi-7000,"BMI-7000 is a bismaleimide thermoset resin used for high-temperature structural composites, electronic laminates, and adhesives requiring service above 200 °C.",Bismaleimide; Aerospace Composites; Electronic Laminates; High-Temp Resins; Adhesives,yes,yes,yes
Bismaleimides & Thermosets,Benzoxazine Homopolymer,JBZ-OP100D,2173400-98-9,Benzoxazine Homopolymer,jbz-op100d,A specialty benzoxazine homopolymer designed for high thermal stability and excellent dielectric properties.,High-Frequency Electronics; Low-Loss Laminates; Aerospace Composites,yes,yes,yes
Bismaleimides & Thermosets,Benzoxazine Homopolymer,JBZ-OP100I,1174173-45-5,Benzoxazine Homopolymer,jbz-op100i,A high-performance benzoxazine homopolymer offering superior thermal and mechanical properties.,Structural Composites; High-Temperature Adhesives; Industrial Coatings,yes,yes,yes
Bismaleimides & Thermosets,Benzoxazine Homopolymer,JBZ-OP100N,918788-89-3,Benzoxazine Homopolymer,jbz-op100n,A benzoxazine homopolymer with a unique property balance for enhanced toughness.,Toughened Composites; Specialty Adhesives; Electronic Encapsulants,yes,yes,yes
Bismaleimides & Thermosets,Bisphenol A Benzoxazine,JBZ-BA100N,154505-70-1,"2H-1,3-Benzoxazine,6,6'-(1-methyl-ethylidene)bis[3,4-dihydro-3-phenyl-",jbz-ba100n,"A high-performance benzoxazine thermoset with near-zero volumetric shrinkage, high Tg, excellent dielectric properties, and inherent flame retardancy.",5G/6G Copper-Clad Laminates (CCLs); Aerospace Composites; High-Temperature Adhesives; Epoxy Resin Modification,yes,yes,yes
Bismaleimides & Thermosets,Bisphenol F Benzoxazine,JBZ-FA100N,24937-74-4,Bisphenol F Benzoxazine,jbz-fa100n,A flexible Bisphenol F-based benzoxazine with enhanced processability for advanced composites.,Aerospace Composites; High-Temperature Adhesives; Epoxy Modification; High-Performance Coatings,yes,yes,yes
Bismaleimides & Thermosets,Cycloaliphatic Diepoxide,Celloxide 2021P,2386-87-0,"3,4-Epoxycyclohexylmethyl-3',4'-epoxycyclohexane carboxylate",celloxide-2021p,"A chlorine-free, UV-stable liquid epoxy for outdoor and high-reliability electronics.",Outdoor Insulators; LED Encapsulants; UV-Cure Coatings; 3D Printing (SLA),yes,yes,no
Bismaleimides & Thermosets,Flexible Aliphatic BMI,BMI-TMH,39979-46-9,"1,6-Bismaleimide-(2,2,4-trimethyl)hexane",bmi-tmh,A flexible aliphatic bismaleimide used as a reactive modifier to improve toughness and adhesion.,Adhesive Formulations; Composite Toughening; Electronic Adhesives,yes,yes,yes
Bismaleimides & Thermosets,Internally Toughened BMI,BMI-4000,79922-55-7,bisphenol A diphenyl ether bismaleimide,bmi-4000,"An internally toughened BMI with a flexible backbone designed to reduce brittleness in the final cured part, ideal for damage-tolerant composites.",Damage-Tolerant Composites; High-Peel Adhesives; Low-Stress Encapsulants; Primary Aircraft Structures,yes,yes,yes
Bismaleimides & Thermosets,Multifunctional Cycloaliphatic Epoxy,EHPE3150,1030386-18-5,Multifunctional cycloaliphatic epoxy resin (Solid),ehpe3150,"A solid, multifunctional cycloaliphatic epoxy with a higher heat distortion temperature for robust performance.",Semiconductor Potting; Electrical Varnishes; FRP Composites; High-Voltage Components,yes,yes,no
Bismaleimides & Thermosets,Oligomeric BMI,BMI-2300,67784-74-1,polyphenylmethane maleimide,bmi-2300,An oligomeric BMI with lower melt viscosity and better solubility for improved processability in prepregs and varnishes.,Composite Prepregs; Motor Varnishes; Laminated Boards; Polymer Modification,yes,yes,yes
Bismaleimides & Thermosets,Reactive Toughener,DABPA,1745-89-7,"2,2′-Diallylbisphenol A",dabpa,A diallyl-functional compound used as a reactive toughener and cross-linker for high-performance thermosets like bismaleimides.,Toughening Agent; High-Performance Composites; Adhesives; Electronic Substrates,yes,yes,yes
Development Samples,RD24-083-3 Development Polymer Sample,,,,rd24-083-3,"RD24-083-3 is a development-stage polymer research sample. Structure, properties, and availability are subject to ongoing R&D — contact us for details.",R&D Sample; Development Polymer; Specialty Polymers,yes,yes,no
Diols & Commodity,3-Chloropropene (Allyl Chloride),3-Chloropropene,107-05-1,3-Chloroprop-1-ene,3-chloropropene,"Allyl chloride (3-chloropropene) is a reactive bulk chemical intermediate used to manufacture epichlorohydrin, glycerin, allyl amines, allyl ethers, and specialty monomers.",Commodity Chemical; Epoxy Intermediates; Allyl Chemistry; Agrochemicals,yes,yes,yes
Diols & Commodity,Diethylene Glycol (DEG),DEG,111-46-6,"2,2′-Oxydiethanol",deg,"Diethylene glycol is a versatile bulk diol used in unsaturated polyester resins, polyurethanes, plasticizers, humectants, and as an industrial solvent.",Polyesters; Polyurethanes; Humectant; Solvent; Commodity Chemical,yes,yes,yes
Diols & Commodity,Monoethylene Glycol (MEG),MEG,107-21-1,"Ethane-1,2-diol",meg,"Monoethylene glycol is the largest-volume industrial diol used to produce PET resin and fiber, engine coolants, heat-transfer fluids, and polyurethane polyols.",PET Production; Polyurethanes; Coolants; Commodity Chemical,yes,yes,yes
Diols & Commodity,Triethylene Glycol (TEG),TEG,112-27-6,2-[2-(2-Hydroxyethoxy)ethoxy]ethanol,teg,"Triethylene glycol is a high-boiling, hygroscopic diol widely used in natural-gas dehydration, humectants, plasticizers, and as a polyol for polyurethanes.",Natural Gas Dehydration; Humectant; Polyurethanes; Commodity Chemical,yes,yes,yes
Epoxides,"3,4-Epoxycyclohexylmethyl 3,4-Epoxycyclohexanecarboxylate",2386-87-0,2386-87-0,"(3,4-Epoxycyclohexyl)methyl 3,4-epoxycyclohexane-1-carboxylate",2386-87-0,"A cycloaliphatic diepoxide (commonly known as ERL-4221 / UVR-6105 / CEL-2021P type) producing UV-stable, transparent, low-dielectric thermosets for cationic UV cure and electrical/electronic applications.",Cationic UV Cure; Cycloaliphatic Epoxy; Optical Encapsulation; Electronic Adhesives; 3D Printing,yes,yes,yes
Epoxides,BPA Epoxy Resin,YD-128G,25068-38-6,Bisphenol A epoxy resin,yd-128g,"The industry workhorse, BPA-based epoxies offer an unparalleled balance of performance and cost-effectiveness with excellent adhesion and mechanical strength.",Paints; Protective coatings; Electronic Materials; Civil Engineering; Adhesives; Composites,yes,yes,no
Epoxides,BPF Epoxy Resin,YDF-170,9003-36-5,Bisphenol F epoxy resin,ydf-170,"A low-viscosity epoxy resin offering improved handling, higher filler loading, and enhanced chemical resistance compared to standard BPA epoxies.",Solvent-free coatings; High-performance adhesives; Electronics; Chemical-resistant linings; Civil engineering,yes,yes,no
Epoxides,"Bis[(3,4-Epoxycyclohexyl)methyl] Adipate",29829-07-0,29829-07-0,"Bis[(3,4-epoxycyclohexyl)methyl] hexanedioate",29829-07-0,"A flexible cycloaliphatic diepoxide with an adipate linker, delivering tough, UV-stable cationic-cure networks with improved flexibility over conventional cycloaliphatic epoxies.",Cationic UV Cure; Cycloaliphatic Epoxy; Flexible Coatings; Optical Encapsulation,yes,yes,yes
Epoxides,Crystalline Epoxy Resin,Crystalline Epoxy Resin,,Crystalline Epoxy Resin,crystalline-epoxy-resin,"Solid epoxy resins that are crystalline at room temperature but have a very low viscosity when melted, enabling high filler loading.",Semiconductor Encapsulants; Adhesives; Potting Compounds,yes,yes,no
Epoxides,E201 Specialty Epoxide,E201,,,e201,"E201 is a specialty epoxide resin used in high-performance coatings, electronic encapsulants, and optical thermoset applications.",Epoxy Resins; Coatings; Optical Encapsulation; Electronics,yes,yes,yes
Epoxides,Halogen-free flame retardant epoxy resin,Halogen-free flame retardant epoxy resin,,Halogen-free flame retardant epoxy resin,halogen-free-flame-retardant-epoxy-resin,"A category for epoxy resins formulated with non-halogenated flame retardants (e.g., phosphorus-based) to meet environmental regulations like RoHS.",Environmentally-Friendly Electronics; PCBs; Connectors,yes,yes,no
Epoxides,Hydrogenated BPA Type Epoxy Resin,ST-Series,30583-72-3,Hydrogenated Bisphenol A Epoxy Resin,st-series,"Epoxy resins with a hydrogenated BPA structure, resulting in excellent UV stability and weather resistance.",Outdoor Protective Coatings; Weatherable Composites,yes,yes,no
Epoxides,Liquid high-purity epoxy resin,Liquid high-purity epoxy resin,,Liquid high-purity epoxy resin,liquid-high-purity-epoxy-resin,"A category for specialty liquid epoxies with very low levels of impurities, especially chlorine, for high-reliability electronics.",Semiconductor Encapsulants; LED Potting; High-Frequency Electronics,yes,yes,no
Epoxides,Novolac Epoxy Resin,YDPN/YDCN Series,28064-14-4,Epoxy Phenol Novolac (EPN) resin,ydpn-ydcn-series,"Multifunctional epoxy resins that form dense, highly cross-linked networks, providing superior thermal stability and exceptional chemical resistance.",High-Temperature Composites; Semiconductors; Chemical-resistant tank linings; Molding compounds; Advanced electronics,yes,yes,no
Epoxides,Phenoxy Resin,Phenoxy Resin,25036-25-3,Phenoxy Resin,phenoxy-resin,"High molecular weight thermoplastic polymers used to improve flexibility, toughness, and adhesion.",Adhesion Promoter; Flexible Coatings; Composite Toughening; Primer Coatings,yes,yes,no
Epoxides,TGMAP (Triglycidyl m-Aminophenol),TGMAP,5026-74-4,"N,N-Diglycidyl-4-glycidyloxyaniline (m-isomer)",tgmap,"TGMAP is a trifunctional aromatic epoxy resin delivering high crosslink density, high Tg, and excellent mechanical performance for aerospace composites and structural adhesives.",Epoxy Resins; Aerospace Composites; Structural Adhesives; High-Tg Polymers,yes,yes,yes
Epoxides,TGPAP (Triglycidyl p-Aminophenol),TGPAP,5026-74-4,"N,N-Diglycidyl-4-glycidyloxyaniline",tgpap,"TGPAP is a trifunctional aromatic epoxy resin — the para-aminophenol isomer — delivering very high Tg, high modulus, and low viscosity for aerospace prepregs and structural adhesives.",Epoxy Resins; Aerospace Composites; RTM / Infusion; Structural Adhesives; High-Tg Polymers,yes,yes,yes
Fluorene Derivatives,"BAFL (9,9-Bis(4-aminophenyl)fluorene)",BAFL,15499-84-0,"4,4′-(9H-Fluorene-9,9-diyl)dianiline",bafl,"BAFL is a fluorene-based cardo aromatic diamine used to make transparent, high-Tg, low-birefringence polyimides and polyamides for optical and electronic applications.",Fluorene Monomers; Polyimides; Optical Films; Flexible Displays; High-Tg Polymers,yes,yes,yes
Fluorene Derivatives,"BAHF (2,2-Bis(3-amino-4-hydroxyphenyl)hexafluoropropane)",BAHF,83558-87-6,"4,4′-(Hexafluoroisopropylidene)bis(2-aminophenol)",bahf,"BAHF is a fluorinated aromatic diamine-diol monomer used to synthesize polybenzoxazoles and polyimides with low dielectric constant, high transparency, and outstanding thermal stability.",Fluorene / Fluorinated Monomers; Polyimides; Polybenzoxazoles; Low-Dk Materials; Advanced Packaging,yes,yes,yes
Fluorene Derivatives,"BAOFL (9,9-Bis(4-aminophenoxyphenyl)fluorene)",BAOFL,117363-47-4,"9,9-Bis[4-(4-aminophenoxy)phenyl]fluorene",baofl,"BAOFL is a fluorene-based ether-linked aromatic diamine producing soluble, transparent, high-Tg polyimides with improved processability and low birefringence.",Fluorene Monomers; Polyimides; Optical Films; Flexible Displays; Advanced Packaging,yes,yes,yes
Fluorene Derivatives,"BAPF (9,9-Bis(aminophenyl)fluorene derivative)",BAPF,15499-84-0,"9,9-Bis(4-aminophenyl)fluorene",bapf,"BAPF is a fluorene-based cardo aromatic diamine used as a monomer for transparent, high-Tg polyimides, polyamides, and optical polymers.",Fluorene Monomers; Polyimides; Optical Films; Flexible Displays; Specialty Diamine,yes,yes,yes
Lens Manufacturing,RIKI 16JS Lens Material,,,,riki-16js,"RIKI 16JS is a specialty monomer system for high-index ophthalmic lens manufacturing, delivering excellent optical clarity, impact resistance, and processability.",Lens Manufacturing; Ophthalmic; High-Index Lenses; Optical Materials,yes,yes,no
Lens Manufacturing,TL-3 Lens Manufacturing Additive,,,,tl-3,"TL-3 is a specialty additive for ophthalmic lens manufacturing, supporting process stability, optical clarity, and lens performance.",Lens Manufacturing; Ophthalmic; Optical Materials; Process Additive,yes,yes,no
Lens Manufacturing,TP-7574-NR,,,,tp-7574-nr,"PET film single-coated PSA tape for eyeglass lens edging. Rikipad TP-7574 was developed as fixing material for edging eyeglass lens. The Riki Pad is a PREMIUM GRADE Intermediary Film Pad (IFP) that reduces slippage while edging Hydrophobic-Coated Lenses. The Riki Pad is a TOP-PERFORMING pad that adheres to all slick top coatings. This unique adhesive found on the Riki Pad, bonds so effectively because it was created by the makers of Hydrophobic Coating. The adhesive side of the clear, thin Riki Film Pad is placed on the lens surface, and the Blocking Pad is attached on top of the IFP. After edging, removing the Riki Pad is EASY and clean. Using the Riki Pad / Intermediary Film Pad has proven to be the most effective way to protect your expensive lenses.",,no,no,no
Lens Manufacturing,TP-7574-NS,,,,tp-7574-ns,"PET film single-coated PSA tape for eyeglass lens edging. Rikipad TP-7574 was developed as fixing material for edging eyeglass lens. The Riki Pad is a PREMIUM GRADE Intermediary Film Pad (IFP) that reduces slippage while edging Hydrophobic-Coated Lenses. The Riki Pad is a TOP-PERFORMING pad that adheres to all slick top coatings. This unique adhesive found on the Riki Pad, bonds so effectively because it was created by the makers of Hydrophobic Coating. The adhesive side of the clear, thin Riki Film Pad is placed on the lens surface, and the Blocking Pad is attached on top of the IFP. After edging, removing the Riki Pad is EASY and clean. Using the Riki Pad / Intermediary Film Pad has proven to be the most effective way to protect your expensive lenses.",,no,no,no
Lens Manufacturing,TP-7673 Lens Manufacturing Material,,,,tp-7673,TP-7673 is a specialty lens-grade material used in ophthalmic and optical lens manufacturing for process and performance enhancement.,Lens Manufacturing; Ophthalmic; Optical Materials,yes,yes,no
Lens Manufacturing,TT-55 Lens Manufacturing Material,,,,tt-55,"TT-55 is a specialty lens-grade material used in ophthalmic and optical lens manufacturing to support casting, curing, and finished-lens performance.",Lens Manufacturing; Ophthalmic; Optical Materials,yes,yes,no
Optical Coatings,LH-3H Lens Hard Coating,,,,lh-3h,"LH-3H is a hard-coat varnish for plastic ophthalmic and optical lenses, providing abrasion resistance, adhesion, and optical clarity.",Lens Coating; Hard Coat; Ophthalmic; Optical Lenses,yes,yes,no
Optical Coatings,OR-510 Hydrophobic Coating,,,,or-510,"OR-510 is a fluorinated hydrophobic top-coat solution that imparts water- and oil-repellency, anti-smudge performance, and easy-clean properties to optical lenses and displays.",Hydrophobic Coating; Anti-Smudge; Lens Coating; Display Coatings,yes,yes,no
Optical Coatings,Surfclear-100,,,,surfclear-100,"This fluorine coating material repel water and oily residues. Benefits: Lowers adhesion of contaminants, improves ease of contaminant removal, protects against scratches, etc.",,no,no,no
Optical Coatings,Surfclear-300,,,,surfclear-300,"This fluorine coating material repel water and oily residues. Benefits: Lowers adhesion of contaminants, improves ease of contaminant removal, protects against scratches, etc.",,no,no,no
Optical Coatings,Z-117 Lens Varnish,,,,z-117,"Z-117 is a specialty varnish for plastic optical and ophthalmic lenses, providing hard-coat protection with excellent adhesion and optical clarity.",Lens Coating; Hard Coat; Ophthalmic; Optical Lenses,yes,yes,no
Polyimide Monomers,"3,4'-ODA","3,4'-ODA",2657-87-6,"3,4'-Oxydianiline",3-4-oda,"An asymmetric diamine for amorphous, soluble, and melt-processable high-performance polyimides.",RTM Aerospace Resins; Transparent Films; Solution-Cast Electronics; Pharmaceutical Intermediates,yes,yes,no
Polyimide Monomers,"3,5-DABA",3-5-DABA,535-87-5,"3,5-Diaminobenzoic Acid",3-5-daba,A functional diamine with a carboxylic acid group for specialty polymers and cross-linking.,Specialty Polymers; Cross-linking Agents; Analytical Reagents; Pharmaceutical Intermediates,yes,yes,no
Polyimide Monomers,"4,4'-ODA","4,4'-ODA",101-80-4,"4,4'-Oxydianiline",4-4-oda,"An industry-standard diamine providing a balance of thermal stability and chain flexibility for tough, reliable films.",Electronics Insulation; Aerospace Films; High-Temp Adhesives; Industrial Fabrics; Oil Sealants,yes,yes,yes
Polyimide Monomers,6FDA,6FDA,1107-00-2,"4,4'-(Hexafluoroisopropylidene)bis(phthalic anhydride)",6fda,"A fluorinated dianhydride with bulky -CF3 groups that create free volume, resulting in polymers with an inherently low dielectric constant (Dk) and dissipation factor (Df).",5G/6G Antennas; High-Speed Interconnects; Gas Separation Membranes; Optical Components; Foldable Displays,yes,yes,no
Polyimide Monomers,6FDA,6FDA,1107-00-2,"4,4'-(Hexafluoroisopropylidene)bis(phthalic anhydride)",6fda,"A fluorinated dianhydride with bulky -CF3 groups that create free volume, resulting in polymers with an inherently low dielectric constant (Dk) and dissipation factor (Df).",5G/6G Antennas; High-Speed Interconnects; Gas Separation Membranes; Optical Components; Foldable Displays,yes,yes,yes
Polyimide Monomers,BAPP,BAPP,13080-86-9,"2,2-Bis[4-(4-aminophenoxy)phenyl]propane",bapp,"A bulky, non-fluorinated diamine designed to create free volume, achieving exceptionally low dielectric properties without the need for fluorine.",5G/6G Substrates; Low-Loss Dielectrics; OLED Components; Fuel Cell Membranes; Cryogenics,yes,yes,no
Polyimide Monomers,ODPA,ODPA,1823-59-2,"4,4'-Oxydiphthalic anhydride",odpa,"A dianhydride featuring a flexible ether linkage that imparts toughness, processability, and adhesion while maintaining high thermal stability.",Aerospace Adhesives; Flexible Circuits; Protective Coatings; Energy Storage; MOFs,yes,yes,yes
Polyimide Monomers,a-BPDA,a-BPDA,36978-41-3,"2,3',3,4'-biphenyltetracarboxylic dianhydride",a-bpda,"An asymmetric dianhydride monomer that creates a ""twisted"" polymer backbone, resulting in polyimides with excellent solubility, high optical clarity, and high thermal stability.",Flexible OLED Displays; Flexible Printed Circuits (FPCs); Advanced low-k dielectrics; Semiconductor packaging; Covalent Organic Frameworks (COFs),yes,yes,yes
Polyimide Monomers,m-PDA,m-PDA,108-45-2,Meta Phenylene diamine,m-pda,"An asymmetric diamine that provides good thermal properties with improved processability, also widely used as an epoxy curing agent.",Epoxy Curing Agents; Aramid Fibers; Adhesives; Leather Dyes,yes,yes,no
Polyimide Monomers,p-PDA,p-PDA,106-50-3,Para Phenylene diamine,p-pda,"A rigid aromatic diamine used for creating highly ordered, thermally stable polymers and high-performance fibers like aramids.",High-Strength Fibers (Aramids); Engineering Plastics; Dye Intermediates; Rubber Antioxidants,yes,yes,no
Polyimide Monomers,s-BPDA,s-BPDA,2420-87-3,"3,3',4,4'-Biphenyltetracarboxylicdianhydride",s-bpda,"A symmetric, rigid dianhydride for semi-crystalline polyimides with exceptional thermal and mechanical strength, ideal for applications requiring high modulus and dimensional stability.",High-Performance FPCs; Heat-resistant films; Aerospace composites; Automotive industry,yes,yes,yes
Specialty Intermediates,"1,3-Dimethyl-2-imidazolidinone",DMEU,80-73-9,"1,3-Dimethyl-2-imidazolidinone",dmeu,"An aprotic polar solvent, also used as a catalyst and in polyurethane formulations.",Solvent; Catalyst; Polyurethane Additive; Reaction Medium,yes,yes,no
Specialty Intermediates,3-aminophenol,MAP,591-27-5,3-aminophenol,map,"An aromatic amine/phenol intermediate for dyes, polymer stabilizers, and pharmaceuticals.",Dye Intermediates; Pharmaceutical Synthesis; Polymer Stabilizers; High-Performance Polymers,yes,yes,no
Specialty Intermediates,4-Amino-3-methylphenol,4A-3MP,2835-99-6,4-Amino-3-methylphenol,4a-3mp,"A functionalized aminophenol used as an intermediate for dyes, agrochemicals, and high-end resins.",Dye Intermediates (Hair Color); Agrochemicals; Specialty Resins,yes,yes,no
Specialty Intermediates,Cardo Bisphenol,BPFL,3236-71-3,"9,9-Bis(4-hydroxyphenyl) fluorene",bpfl,A rigid 'cardo' bisphenol that imparts exceptional thermal stability (high Tg) and a high refractive index.,High-Tg Polycarbonates; Specialty Epoxies; Optical Lenses & Films; Electronic Packaging,yes,yes,yes
Specialty Intermediates,DCPD-Modified Phenolic Resin,J-DPP,30420-31-6,"Phenol, polymer with DCPD",j-dpp,A DCPD-modified phenolic resin providing low moisture absorption and low dielectric constant.,Semiconductor Encapsulants; Copper-Clad Laminates; Low-Loss Epoxies; Molding Compounds,yes,yes,no
Specialty Intermediates,Flexible Bisphenol Monomer,DHDE,1965-09-9,"4,4'-Dihydroxy diphenylether",dhde,"A flexible bisphenol monomer used as an intermediate for polyimides, polyamides, and specialty epoxies.",Polymer Intermediates; Specialty Epoxies; Polyamides; High-Performance Polymers,yes,yes,no
Specialty Intermediates,Hydrogenated Bisphenol A,H-BPA,80-04-6,Hydrogenated Bisphenol A,h-bpa,"Hydrogenated Bisphenol A, improves weatherability and thermal stability in epoxies and polyesters.",Weatherable Coatings; Specialty Epoxies; Unsaturated Polyesters; Powder Coatings,yes,yes,no
Specialty Intermediates,Leuco Dye Color Former,ODB-2,89331-94-2,2-Anilino-6-dibutylamino-3-methylfluoran,odb-2,"A leuco dye, a color former used in carbonless copy paper and thermal printing.",Carbonless Paper; Thermal Paper; Specialty Inks,yes,yes,no
Specialty Intermediates,Methyl-Substituted Cardo Bisphenol,BCF,88938-12-9,"9,9-Bis(4-hydroxy-3-methylphenyl) fluorene",bcf,A methyl-substituted BPFL derivative to modify solubility and reactivity in high-Tg polymers.,High-Tg Polyesters; Modified Polycarbonates; Specialty Resins,yes,yes,yes
Specialty Intermediates,Phenolic Resin Hardener,S-TPM,112755-07-4,Polymer of 2-hydroxybenzaldehyde with phenol,s-tpm,A phenolic resin used as a hardener or raw material for epoxy resin systems.,Epoxy Hardeners; Molding Compounds; Laminating Resins,yes,yes,no
Specialty Intermediates,Recycled Methyl Methacrylate,Recycled MMA,80-62-6,Methyl Methacrylate,recycled-mma,A cost-effective and sustainable source of Methyl Methacrylate monomer.,Acrylic Resins; Adhesives; Coatings; Casting Resins; Polymer Synthesis,yes,yes,no
Specialty Intermediates,Rigid Biphenyl Diamine,H-APP,106031-86-1,"4,4'-Bis(4-aminophenoxy)biphenyl",h-app,"A rigid aromatic diamine monomer with a biphenyl core, used for synthesizing high-performance polyimides.",High-Performance Polyimides; Aerospace Composites; High-Temperature Adhesives; Specialty Electronics,yes,yes,no
Specialty Intermediates,Spiro-Bisphenol,SPI,1568-80-5,"6,6'-dihydroxy-3,3,3',3'-tetramethyl-1,1'-spirobiindane",spi,"A unique bisphenol with a rigid, non-planar core imparting very high Tg and dimensional stability.",High-Tg Polymers; Optical Polymers; Gas Separation Membranes; Low-Dielectric Materials,yes,yes,no
Specialty Intermediates,p-Acetoxystyrene,PACS,2628-16-2,p-Acetoxystyrene,pacs,"A protected vinyl monomer for producing poly(p-hydroxystyrene), a critical binder for photoresists.",Microelectronics; Photoresists; High-Temp Adhesives; Metal Subcoatings,yes,yes,no
Sustainable Materials,100% Bio-Based Adipic Acid,BIO-ADA,124-04-9,Hexanedioic acid,bio-based-adipic-acid,The first 100% bio-based adipic acid produced via microbial fermentation of inedible biomass waste — an emission-free alternative to conventional fossil-derived adipic acid.,"Nylon 6,6; Polyurethane; Plasticizers; Polyester resins; Bio-based polymers; Sustainable packaging",yes,yes,no
Toluidines,"N,N-Diethyl-m-toluidine (DEmT)",DEmT,91-67-8,"N,N-Diethyl-3-methylaniline",demt,"N,N-Diethyl-m-toluidine (DEmT) is a tertiary aromatic amine used as a room-temperature polymerization accelerator for peroxide-initiated acrylic, methacrylate, and unsaturated polyester resins — including dental, bone cement, and structural adhesive systems.",Polymerization Accelerator; Dental Resins; Bone Cement; Acrylic Adhesives; Toluidines,yes,yes,yes
Toluidines,"N,N-Dimethyl-p-toluidine (DMpT)",DMpT,99-97-8,"N,N,4-Trimethylaniline",dmpt,"N,N-Dimethyl-p-toluidine (DMpT) is a tertiary aromatic amine accelerator widely used with organic peroxides to enable rapid room-temperature cure of methacrylate and unsaturated polyester resins in dental, bone cement, and adhesive applications.",Polymerization Accelerator; Dental Resins; Bone Cement; Acrylic Adhesives; Toluidines,yes,yes,yes
Toluidines,N-Ethyl-m-toluidine (EmT),EmT,102-27-2,N-Ethyl-3-methylaniline,emt,"N-Ethyl-m-toluidine is a secondary aromatic amine used as an intermediate in dyes, pigments, agrochemicals, and polymerization accelerators.",Toluidines; Dye Intermediate; Agrochemicals; Specialty Amines,yes,yes,yes
Toluidines,N-Ethyl-o-toluidine (EoT),EoT,94-68-8,N-Ethyl-2-methylaniline,eot,"N-Ethyl-o-toluidine is a secondary aromatic amine used as an intermediate in the production of dyes, pigments, agrochemicals, and specialty amines.",Toluidines; Dye Intermediate; Agrochemicals; Specialty Amines,yes,yes,yes
